799	1	442	637
945	681	10	9	223	516	562	781
949	946	655	459	75	5	165	540	266	495	807	749
940	968	623	558	104	4	162	471	359	373	819	793
948	988	611	619	101	1	206	477	355	319	699	751
967	984	630	677	128	2	234	534	375	351	739	819
957	990	657	591	213	1	180	595	566	750	851	847
