-10.67	-1.517	31.608	C5_AntInfBod
-12.926	-1.037	43.737	C5_AntSupBod
-2.108	0.192	48.948	C5_PosSupBod
-3.627	-20.402	57.557	C5_AntSupFac
12.343	-0.825	52.19	C5_SupCan
26.074	3.407	44.966	C5_SpiPro
9.025	-23.002	38.636	C5_PosInfFac
0.981	1.142	36.618	C5_PosInfBod
4.6	-25.824	41.364	C5_MostLateralR
6.492	26.121	42.238	C5_MostLateralL
-3.733	8.876	36.373	C5_MedInfBodL
-4.935	-7.772	36.354	C5_MedInfBodR
